Station Name,Measurement Timestamp,Air Temperature,Humidity,Rain Intensity,Interval Rain,Total Rain,Wind Direction,Wind Speed,Maximum Wind Speed,Barometric Pressure,Solar Radiation
Foster Weather Station,12/20/2015 06:00:00 PM,8.67,42,,0.0,,195,5.0,5.2,989.8,0
Foster Weather Station,12/20/2015 07:00:00 PM,8.39,43,,0.0,,200,5.0,5.8,989.8,0
Foster Weather Station,12/20/2015 08:00:00 PM,8.39,43,,0.03,,205,9.7,10.8,989.5,0
Foster Weather Station,12/20/2015 09:00:00 PM,8.67,42,,0.0,,201,6.1,7.3,989.2,0
Foster Weather Station,12/20/2015 10:00:00 PM,8.78,44,,0.0,,213,7.6,8.1,988.5,0
Foster Weather Station,12/20/2015 11:00:00 PM,9.0,48,,0.0,,200,8.4,9.3,988.5,0
Foster Weather Station,12/21/2015 01:00:00 AM,6.17,76,,2.39,,194,7.5,8.1,987.1,0
Foster Weather Station,12/21/2015 02:00:00 AM,5.67,82,,2.95,,221,6.7,7.5,986.8,0
Foster Weather Station,12/21/2015 03:00:00 AM,5.67,84,,7.21,,208,9.6,10.4,986.1,0
Foster Weather Station,10/05/2018 11:00:00 PM,18.0,89,,1.78,,221,1.3,1.7,991.2,0
63rd Street Weather Station,08/17/2019 10:00:00 AM,24.2,77,0.0,0.0,428.1,163,1.8,3.7,992.0,543
Foster Weather Station,08/17/2019 10:00:00 AM,23.67,70,,0.0,,138,1.4,1.8,991.2,0
Oak Street Weather Station,08/17/2019 10:00:00 AM,24.8,66,0.0,0.0,168.8,151,1.1,2.0,992.4,204
63rd Street Weather Station,08/17/2019 11:00:00 AM,24.7,84,0.0,0.0,428.1,212,3.4,7.3,992.1,159
Foster Weather Station,08/17/2019 11:00:00 AM,22.89,77,,2.11,,140,2.4,2.9,991.2,0
Oak Street Weather Station,08/17/2019 11:00:00 AM,24.2,76,0.0,0.1,168.9,133,0.9,2.2,992.7,41
63rd Street Weather Station,08/17/2019 12:00:00 PM,24.1,87,0.6,0.2,428.3,244,1.0,2.2,991.5,53
Foster Weather Station,08/17/2019 12:00:00 PM,22.56,83,,1.37,,80,1.0,1.2,991.2,0
Oak Street Weather Station,08/17/2019 12:00:00 PM,24.8,78,0.0,0.2,169.1,132,0.8,2.5,992.1,59
63rd Street Weather Station,08/17/2019 01:00:00 PM,24.0,89,0.0,0.7,429.0,76,4.0,5.1,989.5,333
Foster Weather Station,08/17/2019 01:00:00 PM,22.56,88,,0.84,,160,1.3,1.5,989.2,0
Oak Street Weather Station,08/17/2019 01:00:00 PM,24.5,82,0.0,0.9,170.0,159,1.2,2.6,990.6,288
63rd Street Weather Station,08/17/2019 02:00:00 PM,24.3,86,0.0,0.0,429.0,0,0.0,0.7,989.7,128
Foster Weather Station,08/17/2019 02:00:00 PM,23.0,86,,0.0,,138,2.0,3.6,989.5,0
Oak Street Weather Station,08/17/2019 02:00:00 PM,24.4,83,0.0,0.0,170.0,130,0.8,2.2,990.7,92
63rd Street Weather Station,08/17/2019 03:00:00 PM,24.9,84,0.0,0.0,429.0,183,1.5,2.0,990.8,267
Foster Weather Station,08/17/2019 03:00:00 PM,23.28,82,,0.08,,139,4.0,4.5,989.5,0
Oak Street Weather Station,08/17/2019 03:00:00 PM,24.5,80,0.0,0.3,170.3,162,1.3,4.1,991.1,254
63rd Street Weather Station,08/17/2019 04:00:00 PM,24.5,84,0.0,0.0,429.1,202,1.6,2.3,990.0,173
Foster Weather Station,08/17/2019 04:00:00 PM,24.39,74,,0.0,,206,0.7,1.2,989.8,0
Oak Street Weather Station,08/17/2019 04:00:00 PM,25.4,75,0.0,0.0,170.3,139,1.0,2.2,990.8,144
63rd Street Weather Station,08/17/2019 05:00:00 PM,25.5,79,0.0,0.0,429.1,253,1.5,3.4,990.3,152
Foster Weather Station,08/17/2019 05:00:00 PM,25.06,68,,0.0,,182,0.4,0.6,989.5,0
Oak Street Weather Station,08/17/2019 05:00:00 PM,26.5,67,0.0,0.0,170.3,153,0.4,0.9,990.9,56
Oak Street Weather Station,04/08/2020 12:00:00 PM,9.6,92,0.0,0.0,28.4,127,4.5,6.0,986.7,766
Oak Street Weather Station,04/08/2020 10:00:00 PM,11.3,80,0.0,0.0,34.0,333,1.6,3.6,984.6,0
Oak Street Weather Station,04/09/2020 01:00:00 AM,10.3,63,0.0,0.0,34.0,12,0.7,1.8,984.3,0
Oak Street Weather Station,04/09/2020 03:00:00 AM,8.9,49,0.0,0.0,34.0,297,1.3,2.4,985.0,1
Oak Street Weather Station,04/09/2020 10:00:00 AM,7.4,40,0.0,0.0,34.0,338,3.8,6.5,986.5,83
Oak Street Weather Station,04/09/2020 08:00:00 PM,5.3,54,0.0,0.0,34.1,299,0.6,1.7,988.9,1
Oak Street Weather Station,04/10/2020 01:00:00 AM,4.0,51,0.0,0.0,34.1,332,2.5,4.8,992.2,2
Oak Street Weather Station,04/10/2020 10:00:00 AM,5.2,45,0.0,0.0,34.1,22,3.6,6.1,996.4,194
Oak Street Weather Station,04/10/2020 04:00:00 PM,5.0,55,0.0,0.0,34.1,122,2.8,4.3,994.3,567
Foster Weather Station,12/21/2015 04:00:00 AM,5.89,84,,2.29,,172,4.4,5.0,985.8,0
Foster Weather Station,12/21/2015 05:00:00 AM,6.17,84,,0.25,,160,3.8,4.1,985.1,0
Foster Weather Station,12/21/2015 06:00:00 AM,6.39,86,,0.0,,196,9.4,10.2,984.1,0
Foster Weather Station,12/21/2015 07:00:00 AM,6.39,86,,1.19,,204,3.4,4.6,984.1,0
Foster Weather Station,12/21/2015 08:00:00 AM,6.89,86,,3.28,,206,6.9,7.5,983.1,6
Foster Weather Station,12/21/2015 09:00:00 AM,7.78,86,,1.6,,196,4.6,6.0,983.4,47
Foster Weather Station,12/21/2015 10:00:00 AM,8.39,86,,0.79,,202,3.9,4.4,983.1,44
Foster Weather Station,12/21/2015 11:00:00 AM,9.39,84,,0.03,,212,6.3,7.0,982.7,52
Foster Weather Station,12/21/2015 12:00:00 PM,9.78,86,,0.15,,236,3.9,4.6,982.4,29
Foster Weather Station,12/21/2015 01:00:00 PM,10.67,85,,0.13,,227,5.4,6.4,982.4,179
Foster Weather Station,12/21/2015 02:00:00 PM,11.89,77,,0.0,,247,1.5,2.8,982.7,239
Foster Weather Station,12/21/2015 03:00:00 PM,11.78,79,,0.0,,227,2.2,2.8,983.1,9
Foster Weather Station,12/21/2015 04:00:00 PM,11.39,81,,0.0,,264,3.4,3.8,984.1,5
Foster Weather Station,12/21/2015 05:00:00 PM,10.67,83,,0.0,,272,2.1,2.5,984.4,0
Foster Weather Station,12/21/2015 06:00:00 PM,5.89,89,,0.0,,339,4.9,5.1,985.4,0
Foster Weather Station,12/21/2015 07:00:00 PM,5.39,89,,0.0,,353,3.0,3.6,986.1,0
Foster Weather Station,12/21/2015 08:00:00 PM,5.17,90,,0.0,,346,3.4,3.9,985.8,0
Foster Weather Station,12/21/2015 09:00:00 PM,5.06,91,,0.0,,341,3.2,4.2,985.8,0
Foster Weather Station,12/21/2015 10:00:00 PM,5.28,91,,0.0,,336,2.2,2.5,985.8,0
Foster Weather Station,12/21/2015 11:00:00 PM,5.17,91,,0.0,,347,1.5,1.7,985.4,0
Foster Weather Station,12/21/2015 12:00:00 AM,7.28,68,,1.57,,192,6.3,7.4,987.5,0
Foster Weather Station,12/22/2015 01:00:00 AM,5.17,91,,0.0,,337,2.6,3.0,985.1,0
Foster Weather Station,12/22/2015 02:00:00 AM,5.28,91,,0.0,,0,2.6,0.0,985.1,0
Foster Weather Station,12/22/2015 03:00:00 AM,5.17,91,,0.0,,290,1.2,1.5,985.4,0
Foster Weather Station,12/22/2015 04:00:00 AM,5.17,91,,0.0,,250,2.5,2.7,985.4,0
Foster Weather Station,12/22/2015 05:00:00 AM,4.39,88,,0.0,,237,1.3,1.7,985.8,0
Foster Weather Station,12/22/2015 06:00:00 AM,4.06,81,,0.0,,255,2.8,3.0,986.8,0
Foster Weather Station,12/22/2015 07:00:00 AM,3.89,85,,0.0,,297,3.2,3.3,987.1,0
Foster Weather Station,12/22/2015 08:00:00 AM,3.67,83,,0.0,,244,2.6,3.2,987.5,14
Foster Weather Station,12/22/2015 09:00:00 AM,3.5,82,,0.0,,228,1.5,1.9,987.8,45
Foster Weather Station,12/22/2015 10:00:00 AM,3.89,79,,0.0,,246,3.7,3.9,988.5,127
Foster Weather Station,12/22/2015 11:00:00 AM,4.17,76,,0.0,,168,2.9,3.4,988.5,75
Foster Weather Station,12/22/2015 12:00:00 PM,3.67,75,,0.0,,196,3.8,4.2,987.8,100
Foster Weather Station,12/22/2015 01:00:00 PM,2.89,77,,0.0,,164,2.8,3.3,987.8,85
Foster Weather Station,12/22/2015 02:00:00 PM,3.06,76,,0.0,,204,3.8,4.3,987.8,100
Foster Weather Station,12/22/2015 03:00:00 PM,3.39,77,,0.0,,189,4.0,4.1,988.5,60
Foster Weather Station,12/22/2015 04:00:00 PM,3.0,77,,0.0,,167,3.8,4.2,988.5,6
Foster Weather Station,12/22/2015 05:00:00 PM,2.78,79,,0.0,,154,3.3,3.6,987.8,0
63rd Street Weather Station,10/06/2018 12:00:00 AM,18.5,100,1.2,7.6,357.4,206,2.0,3.8,992.7,1
Foster Weather Station,10/06/2018 12:00:00 AM,18.39,89,,0.86,,192,3.1,4.2,991.5,0
63rd Street Weather Station,10/06/2018 01:00:00 AM,18.7,100,0.0,6.0,363.4,185,1.9,2.9,991.1,1
Foster Weather Station,10/06/2018 01:00:00 AM,18.39,88,,1.32,,205,1.8,2.4,990.2,0
63rd Street Weather Station,10/06/2018 02:00:00 AM,18.6,99,0.0,0.0,363.4,218,1.3,3.3,990.9,1
Foster Weather Station,10/06/2018 02:00:00 AM,18.39,88,,0.0,,195,1.1,1.5,990.2,0
63rd Street Weather Station,10/06/2018 03:00:00 AM,19.0,98,0.0,0.0,363.4,236,2.2,3.5,990.9,1
Foster Weather Station,10/06/2018 03:00:00 AM,18.39,88,,0.0,,197,1.5,1.7,990.2,0
63rd Street Weather Station,10/06/2018 04:00:00 AM,19.0,98,0.0,0.0,363.4,196,1.6,2.9,990.5,1
Foster Weather Station,10/06/2018 04:00:00 AM,18.67,86,,0.0,,224,1.6,2.1,989.5,0
63rd Street Weather Station,10/06/2018 05:00:00 AM,19.8,96,0.0,0.0,363.4,191,3.7,6.3,990.2,1
Foster Weather Station,10/06/2018 05:00:00 AM,17.5,89,,0.0,,7,1.3,1.5,989.8,0
63rd Street Weather Station,10/06/2018 06:00:00 AM,19.9,97,0.0,0.0,363.4,0,0.6,0.8,990.8,1
Foster Weather Station,10/06/2018 06:00:00 AM,18.06,88,,4.06,,202,0.3,0.4,990.2,0
63rd Street Weather Station,10/06/2018 07:00:00 AM,19.7,98,0.0,0.8,364.3,227,0.8,1.6,991.8,2
Foster Weather Station,10/06/2018 07:00:00 AM,18.28,90,,8.38,,176,0.9,1.1,991.2,0
63rd Street Weather Station,10/06/2018 08:00:00 AM,19.5,99,0.0,2.3,366.6,0,0.0,0.4,991.4,44
Foster Weather Station,10/06/2018 08:00:00 AM,18.67,90,,0.58,,209,0.8,1.0,990.9,0
63rd Street Weather Station,10/06/2018 09:00:00 AM,21.2,99,0.0,0.0,366.6,251,2.2,3.3,992.1,98
Foster Weather Station,10/06/2018 09:00:00 AM,19.56,89,,0.0,,202,2.4,2.7,991.2,0
63rd Street Weather Station,10/06/2018 10:00:00 AM,22.2,94,0.0,0.0,366.6,253,2.9,4.4,992.4,144
Foster Weather Station,10/06/2018 10:00:00 AM,21.0,84,,0.0,,293,1.3,1.6,991.9,0
63rd Street Weather Station,10/06/2018 11:00:00 AM,19.2,93,0.0,0.0,366.6,8,3.6,6.0,993.6,40
Foster Weather Station,10/06/2018 11:00:00 AM,16.67,87,,0.0,,349,3.1,3.9,993.2,0
63rd Street Weather Station,10/06/2018 12:00:00 PM,17.3,99,0.0,0.0,366.6,12,5.7,9.8,993.9,141
Foster Weather Station,10/06/2018 12:00:00 PM,16.0,87,,0.0,,344,4.3,4.9,993.6,0
63rd Street Weather Station,10/06/2018 01:00:00 PM,16.5,98,0.0,0.0,366.6,8,8.6,12.4,994.4,48
Foster Weather Station,10/06/2018 01:00:00 PM,15.5,88,,0.08,,342,3.6,3.9,994.2,0
63rd Street Weather Station,10/06/2018 02:00:00 PM,16.2,97,0.0,0.5,367.1,8,6.0,10.3,994.3,43
Foster Weather Station,10/06/2018 02:00:00 PM,15.28,85,,0.03,,351,5.1,6.3,993.6,0
63rd Street Weather Station,10/06/2018 03:00:00 PM,15.9,94,0.0,0.0,367.1,52,3.0,6.3,994.4,56
Foster Weather Station,10/06/2018 03:00:00 PM,15.39,82,,0.0,,10,2.6,3.2,993.6,0
63rd Street Weather Station,10/06/2018 04:00:00 PM,16.1,87,0.0,0.0,367.1,67,5.1,7.2,993.6,107
Foster Weather Station,10/06/2018 04:00:00 PM,15.06,78,,0.0,,321,1.3,1.8,993.6,0
63rd Street Weather Station,10/06/2018 05:00:00 PM,16.0,89,0.0,0.0,367.1,23,6.6,10.8,995.5,22
Foster Weather Station,10/06/2018 05:00:00 PM,14.67,75,,0.0,,17,4.1,4.5,994.9,0
63rd Street Weather Station,10/06/2018 06:00:00 PM,15.8,84,0.0,0.0,367.1,22,5.7,9.4,996.5,8
Foster Weather Station,12/22/2015 06:00:00 PM,2.78,82,,0.0,,134,7.0,7.4,987.1,0
Foster Weather Station,12/22/2015 07:00:00 PM,3.28,83,,0.0,,133,5.6,6.3,987.1,0
Foster Weather Station,12/22/2015 08:00:00 PM,3.56,83,,0.0,,144,7.8,9.0,986.8,0
Foster Weather Station,12/22/2015 09:00:00 PM,4.06,84,,0.0,,153,7.0,7.7,985.8,0
Foster Weather Station,12/22/2015 10:00:00 PM,4.5,88,,0.0,,138,7.0,7.5,985.4,0
Foster Weather Station,12/22/2015 11:00:00 PM,5.06,88,,0.0,,141,5.9,6.6,984.4,0
Foster Weather Station,12/22/2015 12:00:00 AM,5.06,91,,0.0,,337,2.5,2.8,985.1,0
Foster Weather Station,12/23/2015 01:00:00 AM,5.78,90,,0.0,,136,5.9,6.4,982.1,0
Foster Weather Station,12/23/2015 02:00:00 AM,6.5,91,,0.0,,130,2.1,2.7,982.1,0
Foster Weather Station,12/23/2015 04:00:00 AM,6.56,91,,0.0,,132,4.6,6.0,980.7,0
Foster Weather Station,12/23/2015 05:00:00 AM,6.56,91,,0.0,,138,4.3,4.6,980.0,0
Foster Weather Station,12/23/2015 06:00:00 AM,6.89,91,,0.0,,149,3.0,3.2,979.3,0
Foster Weather Station,12/23/2015 07:00:00 AM,7.78,91,,0.0,,163,3.2,3.9,978.3,0
Foster Weather Station,12/23/2015 08:00:00 AM,7.5,91,,0.0,,137,5.9,6.4,977.0,6
Foster Weather Station,12/23/2015 09:00:00 AM,8.67,92,,0.0,,134,5.8,7.1,975.3,15
Foster Weather Station,12/23/2015 10:00:00 AM,8.78,91,,0.2,,137,4.0,4.6,973.6,12
Foster Weather Station,12/23/2015 11:00:00 AM,10.0,92,,3.18,,141,3.6,4.1,971.2,10
Foster Weather Station,12/23/2015 12:00:00 PM,13.89,92,,24.92,,180,6.4,6.8,968.5,7
Foster Weather Station,12/23/2015 01:00:00 PM,14.56,82,,1.17,,202,4.3,6.3,968.2,117
Foster Weather Station,12/23/2015 02:00:00 PM,15.28,74,,0.08,,182,8.2,9.0,966.8,103
Foster Weather Station,12/23/2015 03:00:00 PM,15.06,72,,0.0,,156,4.8,5.6,966.1,14
Foster Weather Station,12/23/2015 04:00:00 PM,14.06,75,,0.03,,162,9.4,10.1,965.1,8
Foster Weather Station,12/23/2015 05:00:00 PM,14.0,76,,0.0,,176,5.7,6.8,964.4,0
Foster Weather Station,12/23/2015 07:00:00 PM,14.17,74,,0.0,,189,9.1,9.9,964.4,0
Foster Weather Station,12/23/2015 08:00:00 PM,14.5,72,,0.0,,186,6.1,7.2,965.1,0
Foster Weather Station,12/23/2015 09:00:00 PM,14.06,72,,0.0,,178,4.9,5.9,965.8,0
Foster Weather Station,12/23/2015 10:00:00 PM,14.0,57,,0.0,,214,4.6,5.1,967.2,0
Foster Weather Station,12/23/2015 11:00:00 PM,8.39,67,,0.0,,249,3.2,3.8,970.9,0
Foster Weather Station,12/23/2015 12:00:00 AM,5.5,87,,0.0,,142,4.5,4.7,983.4,0
Foster Weather Station,12/24/2015 01:00:00 AM,5.5,67,,0.0,,262,6.2,7.1,976.6,0
Foster Weather Station,12/24/2015 02:00:00 AM,4.89,65,,0.0,,242,4.6,5.2,979.0,0
Foster Weather Station,12/24/2015 03:00:00 AM,4.17,63,,0.0,,213,2.4,3.0,981.7,0
Foster Weather Station,12/24/2015 04:00:00 AM,3.56,61,,0.0,,221,8.3,10.3,982.1,0
Foster Weather Station,12/24/2015 05:00:00 AM,3.17,63,,0.0,,283,5.0,6.2,984.1,0
Foster Weather Station,12/24/2015 06:00:00 AM,2.89,65,,0.0,,270,4.5,4.9,985.8,0
Foster Weather Station,12/24/2015 07:00:00 AM,2.17,66,,0.0,,229,3.2,3.9,986.1,0
Foster Weather Station,12/24/2015 08:00:00 AM,2.17,66,,0.0,,248,2.5,3.1,988.1,76
Foster Weather Station,12/24/2015 09:00:00 AM,2.89,64,,0.0,,256,5.5,6.6,989.8,207
Foster Weather Station,10/06/2018 06:00:00 PM,14.67,73,,0.0,,357,5.8,7.9,996.3,0
63rd Street Weather Station,08/17/2019 06:00:00 PM,25.7,76,0.0,0.0,429.1,226,3.1,4.9,989.6,180
Foster Weather Station,08/17/2019 06:00:00 PM,25.39,68,,0.0,,205,1.1,1.9,988.8,0
Oak Street Weather Station,08/17/2019 06:00:00 PM,26.6,68,0.0,0.0,170.3,82,0.9,1.3,990.1,74
Oak Street Weather Station,04/09/2020 02:00:00 AM,9.6,56,0.0,0.0,34.0,348,2.2,4.5,984.5,1
Oak Street Weather Station,04/09/2020 11:00:00 AM,8.2,34,0.0,0.0,34.0,301,1.6,6.7,986.4,779
Oak Street Weather Station,04/09/2020 09:00:00 PM,5.5,53,0.0,0.0,34.1,337,1.2,3.1,990.2,1
Oak Street Weather Station,04/10/2020 11:00:00 AM,5.4,42,0.0,0.0,34.1,18,5.1,6.9,996.5,240
Oak Street Weather Station,04/10/2020 12:00:00 PM,4.8,53,0.0,0.0,34.1,12,2.7,4.3,996.3,1001
Oak Street Weather Station,04/10/2020 05:00:00 PM,4.9,55,0.0,0.0,34.1,109,3.9,5.0,994.1,346
Oak Street Weather Station,04/10/2020 07:00:00 PM,4.8,60,0.0,0.0,34.1,112,3.0,4.1,993.6,19
63rd Street Weather Station,06/03/2020 03:00:00 PM,22.3,74,0.0,0.0,234.6,142,0.4,0.8,988.1,548
Oak Street Weather Station,06/03/2020 03:00:00 PM,21.9,69,0.0,0.0,15.8,59,1.7,2.6,988.6,517
63rd Street Weather Station,06/03/2020 07:00:00 PM,22.4,67,0.0,0.0,234.6,167,0.3,0.8,987.0,150
Oak Street Weather Station,06/03/2020 07:00:00 PM,24.7,43,0.0,0.0,15.8,118,0.5,1.3,987.7,39
63rd Street Weather Station,06/03/2020 09:00:00 PM,20.3,74,0.0,0.0,234.6,108,1.9,3.3,986.3,1
Oak Street Weather Station,06/03/2020 09:00:00 PM,18.7,74,0.0,0.0,15.8,108,0.7,1.8,987.1,-3
63rd Street Weather Station,06/04/2020 01:00:00 AM,22.8,75,0.0,0.0,234.6,200,1.3,2.1,986.9,0
Oak Street Weather Station,06/04/2020 01:00:00 AM,20.7,71,0.0,0.0,15.8,333,0.8,1.6,987.4,-3
63rd Street Weather Station,06/04/2020 02:00:00 AM,22.6,78,0.0,0.0,234.6,197,2.2,3.6,987.2,0
63rd Street Weather Station,06/04/2020 03:00:00 AM,22.2,79,0.0,0.0,234.6,218,2.3,4.6,987.0,0
Oak Street Weather Station,06/04/2020 02:00:00 AM,23.2,68,0.0,0.0,15.8,163,0.4,0.8,987.8,-3
63rd Street Weather Station,06/04/2020 05:00:00 AM,21.3,87,0.0,0.0,234.6,271,2.5,3.7,986.2,1
Oak Street Weather Station,06/04/2020 05:00:00 AM,22.2,77,0.0,0.0,15.8,302,1.5,4.6,987.0,-3
63rd Street Weather Station,06/04/2020 09:00:00 AM,22.3,79,0.0,0.0,234.6,155,1.0,1.6,987.1,272
Oak Street Weather Station,06/04/2020 09:00:00 AM,24.7,70,0.0,0.0,15.8,48,0.5,1.7,987.5,370
63rd Street Weather Station,10/14/2020 11:00:00 PM,20.1,40,0.0,0.0,24.0,288,4.4,10.1,982.2,0
Foster Weather Station,10/14/2020 11:00:00 PM,19.28,34,,0.0,,226,4.1,4.6,980.7,1
Oak Street Weather Station,10/14/2020 11:00:00 PM,20.0,38,0.0,0.0,278.0,0,0.4,2.6,982.4,-2
63rd Street Weather Station,06/13/2021 11:00:00 AM,23.3,81,0.0,0.0,15.3,21,2.5,4.5,995.0,761
Foster Weather Station,06/13/2021 11:00:00 AM,23.17,67,,0.0,,0,3.3,0.0,994.6,776
Oak Street Weather Station,06/13/2021 11:00:00 AM,22.9,75,0.0,0.0,21.7,10,1.8,2.6,995.8,777
63rd Street Weather Station,06/13/2021 03:00:00 PM,23.6,72,0.0,0.0,15.3,112,1.4,2.6,993.9,744
Foster Weather Station,06/13/2021 03:00:00 PM,24.56,59,,0.0,,0,3.3,0.0,993.6,784
63rd Street Weather Station,10/06/2018 07:00:00 PM,15.7,83,0.0,0.0,367.1,29,6.1,8.4,997.1,2
Foster Weather Station,12/24/2015 10:00:00 AM,3.56,61,,0.0,,238,3.2,3.8,990.5,358
Foster Weather Station,12/24/2015 11:00:00 AM,4.06,60,,0.0,,250,3.7,4.4,991.2,207
Foster Weather Station,12/24/2015 12:00:00 PM,4.67,56,,0.0,,223,4.0,4.5,992.2,307
Foster Weather Station,12/24/2015 01:00:00 PM,4.67,59,,0.0,,186,4.7,5.1,991.9,137
Foster Weather Station,12/24/2015 02:00:00 PM,4.89,58,,0.0,,224,3.7,3.8,991.9,91
Foster Weather Station,12/24/2015 03:00:00 PM,5.28,59,,0.0,,199,1.2,1.6,991.9,24
Foster Weather Station,12/24/2015 04:00:00 PM,5.5,60,,0.0,,207,3.9,4.4,992.6,6
Foster Weather Station,12/24/2015 05:00:00 PM,5.5,64,,0.0,,193,3.6,3.9,993.2,0
Foster Weather Station,12/24/2015 06:00:00 PM,5.56,65,,0.0,,181,4.2,4.4,993.2,0
Foster Weather Station,12/24/2015 07:00:00 PM,6.0,65,,0.0,,159,0.4,0.9,992.9,0
Foster Weather Station,12/24/2015 08:00:00 PM,5.39,78,,0.03,,138,3.1,3.4,992.9,0
Foster Weather Station,12/24/2015 09:00:00 PM,5.78,74,,0.0,,138,1.7,1.9,993.6,0
Foster Weather Station,12/24/2015 10:00:00 PM,5.78,77,,0.0,,65,0.7,0.9,994.2,0
Foster Weather Station,12/24/2015 11:00:00 PM,5.28,81,,0.0,,8,1.6,1.8,994.6,0
Foster Weather Station,12/24/2015 12:00:00 AM,5.56,69,,0.0,,201,2.9,3.9,974.3,0
Foster Weather Station,12/25/2015 01:00:00 AM,6.06,70,,0.0,,212,0.8,0.9,995.3,0
Foster Weather Station,12/25/2015 02:00:00 AM,5.89,71,,0.0,,274,2.9,3.3,996.3,0
Foster Weather Station,12/25/2015 03:00:00 AM,5.39,72,,0.0,,265,1.8,2.1,997.0,0
Foster Weather Station,12/25/2015 04:00:00 AM,4.5,75,,0.0,,272,2.4,2.7,997.3,0
Foster Weather Station,12/25/2015 05:00:00 AM,4.0,74,,0.0,,319,2.8,3.1,998.0,0
Foster Weather Station,12/25/2015 06:00:00 AM,3.39,77,,0.0,,330,3.4,4.0,998.3,0
Foster Weather Station,12/25/2015 08:00:00 AM,3.06,78,,0.0,,336,1.6,2.0,1001.0,33
Foster Weather Station,12/25/2015 10:00:00 AM,3.78,74,,0.0,,357,2.9,3.4,1002.7,314
Foster Weather Station,12/25/2015 11:00:00 AM,3.56,73,,0.0,,344,6.6,7.4,1002.4,377
Foster Weather Station,12/25/2015 12:00:00 PM,3.5,75,,0.0,,344,6.1,6.4,1002.4,397
Foster Weather Station,12/25/2015 01:00:00 PM,3.39,76,,0.0,,353,3.8,4.4,1002.4,255
Foster Weather Station,12/25/2015 02:00:00 PM,3.39,78,,0.0,,27,3.4,3.9,1002.7,122
Foster Weather Station,12/25/2015 03:00:00 PM,3.28,75,,0.0,,31,3.8,4.1,1003.4,65
Foster Weather Station,12/25/2015 04:00:00 PM,2.89,77,,0.0,,60,4.6,4.8,1004.1,4
Foster Weather Station,12/25/2015 05:00:00 PM,3.17,75,,0.0,,33,3.9,4.3,1005.1,0
Foster Weather Station,12/25/2015 06:00:00 PM,3.39,73,,0.0,,56,4.9,5.5,1005.1,0
Foster Weather Station,12/25/2015 07:00:00 PM,3.39,78,,0.0,,41,3.4,4.1,1005.1,0
Foster Weather Station,12/25/2015 08:00:00 PM,3.17,79,,0.0,,21,5.2,5.6,1005.1,0
Foster Weather Station,12/25/2015 09:00:00 PM,3.28,80,,0.0,,29,6.3,7.6,1004.7,0
Foster Weather Station,12/25/2015 10:00:00 PM,3.78,82,,0.0,,45,5.2,5.9,1004.4,0
Foster Weather Station,12/25/2015 11:00:00 PM,4.78,81,,0.0,,71,6.1,6.3,1004.1,0
Foster Weather Station,12/25/2015 12:00:00 AM,5.06,83,,0.0,,20,0.6,0.8,994.6,0
Foster Weather Station,12/26/2015 01:00:00 AM,5.17,72,,0.0,,100,6.7,7.3,1002.4,0
Foster Weather Station,10/06/2018 07:00:00 PM,14.67,75,,0.0,,28,3.5,4.5,996.6,0
Oak Street Weather Station,04/09/2020 12:00:00 PM,8.9,33,0.0,0.0,34.0,0,3.3,6.5,986.2,279
Oak Street Weather Station,04/09/2020 10:00:00 PM,5.1,52,0.0,0.0,34.1,341,2.3,5.0,990.8,1
Oak Street Weather Station,04/09/2020 11:00:00 PM,4.7,47,0.0,0.0,34.1,336,2.6,4.1,991.1,2
Oak Street Weather Station,04/10/2020 08:00:00 PM,4.9,60,0.0,0.0,34.1,117,2.9,4.3,993.5,2
63rd Street Weather Station,06/03/2020 04:00:00 PM,20.4,80,0.0,0.0,234.6,0,0.0,0.8,987.8,306
Oak Street Weather Station,06/03/2020 04:00:00 PM,25.1,51,0.0,0.0,15.8,139,1.3,2.5,988.4,541
63rd Street Weather Station,06/03/2020 08:00:00 PM,21.7,64,0.0,0.0,234.6,156,0.4,0.9,986.9,13
Oak Street Weather Station,06/03/2020 08:00:00 PM,25.6,37,0.0,0.0,15.8,84,0.6,1.2,987.6,10
63rd Street Weather Station,06/03/2020 10:00:00 PM,19.9,77,0.0,0.0,234.6,127,0.5,0.9,986.9,1
Oak Street Weather Station,06/03/2020 10:00:00 PM,19.6,72,0.0,0.0,15.8,121,1.0,2.6,987.7,-2
63rd Street Weather Station,06/04/2020 10:00:00 AM,23.3,79,0.0,0.0,234.6,86,0.6,1.7,987.2,402
Oak Street Weather Station,06/04/2020 10:00:00 AM,21.8,77,0.0,0.0,15.8,64,1.6,2.7,987.7,302
63rd Street Weather Station,06/04/2020 02:00:00 PM,22.4,81,0.0,0.0,234.6,141,0.7,1.6,987.1,449
Oak Street Weather Station,06/04/2020 02:00:00 PM,25.4,69,0.0,0.0,15.8,116,1.7,3.2,987.6,142
63rd Street Weather Station,06/04/2020 06:00:00 PM,22.7,79,0.0,0.0,240.5,163,1.6,4.0,986.2,383
Oak Street Weather Station,06/04/2020 06:00:00 PM,25.1,68,0.0,0.0,18.6,115,1.4,2.3,986.7,82
63rd Street Weather Station,06/04/2020 11:00:00 PM,18.8,92,0.0,0.0,240.5,82,0.5,0.8,988.6,1
Oak Street Weather Station,06/04/2020 11:00:00 PM,19.9,82,0.0,0.0,18.6,292,0.6,1.1,989.2,-2
